      Date   Data Minimum    10%    30%   Mean    70%    90% Maximum
2009-07-25 287.78  246.33 258.96 270.45 278.79 286.85 298.61  321.11
2009-07-26 278.60  246.23 261.44 269.53 277.84 285.54 296.81  316.24
2009-07-27 272.04  247.86 257.82 267.95 275.71 283.21 294.15  307.79
2009-07-28 267.10  244.37 256.23 265.61 273.71 279.39 292.12  308.69
2009-07-29 262.90  246.51 254.61 264.73 272.31 279.95 291.55  301.17
2009-07-30 260.44  243.28 255.24 262.74 272.62 279.31 293.63  303.70
2009-07-31 261.21  239.63 252.79 263.24 271.62 279.87 293.38  303.51
2009-08-01 263.25  240.86 250.07 263.25 271.68 280.08 295.21  302.03
2009-08-02 264.45  242.82 247.19 263.21 271.18 281.89 292.38  303.11
2009-08-03 258.34  239.38 243.96 259.06 269.44 276.86 294.24  311.03
2009-08-04 252.47  231.37 247.04 257.55 268.28 277.43 295.97  317.52
2009-08-05 247.84  225.40 246.76 256.71 267.15 276.52 294.52  309.60
2009-08-06 247.10  226.01 247.10 253.72 265.96 275.14 290.06  306.70
2009-08-07 244.74  223.61 244.70 253.72 264.21 273.26 292.21  301.57
2009-08-08 243.55  221.40 243.99 253.91 264.41 272.59 293.72  311.03
2009-08-09 245.70  226.13 244.09 252.43 263.97 272.90 296.22  309.58
2009-08-10 239.57  229.60 239.37 251.02 262.48 270.69 290.60  309.80
2009-08-11 235.78  225.44 235.46 247.72 259.74 270.68 283.93  296.74
2009-08-12 236.01  220.28 233.35 245.99 258.18 268.47 282.16  297.34
2009-08-13 233.46  216.63 231.46 245.92 257.05 266.75 283.74  298.31
2009-08-14 231.77  214.72 231.68 243.59 256.62 267.81 284.55  298.83
2009-08-15 229.46  216.82 228.38 242.41 255.16 266.53 285.19  291.85
2009-08-16 229.85  215.32 229.72 241.24 254.13 266.10 285.45  289.92
2009-08-17 226.02  213.74 227.02 241.43 252.97 264.33 284.56  292.87
2009-08-18 226.24  211.40 226.15 239.64 252.89 266.02 281.94  296.37
2009-08-19 227.93  210.78 227.83 237.95 252.22 260.70 284.47  298.23
2009-08-20 226.54  204.29 227.35 236.06 251.25 259.79 285.86  295.45
2009-08-21 221.02  204.59 219.73 234.28 249.95 261.69 283.69  295.85
2009-08-22 214.87  209.00 218.35 230.91 248.20 261.29 280.26  300.22
2009-08-23 214.59  211.34 219.00 228.24 246.87 259.02 278.06  297.65
2009-08-24 216.28  209.22 216.83 228.33 245.92 256.44 276.90  297.20
2009-08-25 215.77  205.06 216.36 226.74 243.97 251.98 273.77  299.37
2009-08-26 217.97  204.56 215.64 226.54 242.73 252.49 274.90  296.42
2009-08-27 225.32  207.68 213.14 225.03 241.74 249.11 274.00  297.33
2009-08-28 226.24  202.10 214.03 226.25 240.62 248.24 274.52  301.95
2009-08-29 229.38  196.49 211.04 227.22 239.32 243.87 274.91  301.41
2009-08-30 229.85  196.33 208.59 224.15 237.89 242.59 277.99  298.27
2009-08-31 221.04  194.31 207.78 220.05 237.17 244.87 276.34  294.60
2009-09-01 220.26  188.88 204.76 219.80 236.71 244.12 273.75  294.83
2009-09-02 220.86  184.65 203.16 220.80 234.91 242.40 271.87  289.74
2009-09-03 216.22  182.18 200.86 216.32 232.72 242.08 273.10  291.96
2009-09-04 212.30  178.22 202.38 213.89 231.41 240.93 274.88  292.65
2009-09-05 205.06  172.94 201.21 212.83 230.83 243.61 272.62  291.67
2009-09-06 203.27  169.75 198.67 208.62 229.54 244.44 271.80  287.86
2009-09-07 202.36  167.96 198.82 203.69 228.04 236.53 279.72  287.48
2009-09-08 199.01  169.47 196.02 207.10 226.67 242.80 269.13  292.23
2009-09-09 195.98  170.25 193.53 203.95 225.72 239.46 267.54  294.29
2009-09-10 197.09  173.44 191.75 201.58 225.08 235.20 270.03  290.77
2009-09-11 197.08  176.76 188.68 199.76 224.21 235.96 271.55  292.52
2009-09-12 196.78  176.96 186.39 199.22 224.02 237.31 266.51  296.29
2009-09-13 195.15  175.05 181.54 201.65 223.90 241.70 267.20  302.11
2009-09-14 192.11  171.22 179.93 204.26 223.44 241.72 266.27  305.81
2009-09-15 185.81  170.63 182.72 202.49 222.21 244.24 265.92  306.46
2009-09-16 179.86  166.54 180.02 203.13 220.60 237.95 262.54  311.58
2009-09-17 176.45  165.02 179.06 199.51 219.21 233.02 260.42  322.78
2009-09-18 173.82  168.61 173.82 189.52 217.34 230.89 258.72  322.58
2009-09-19 177.09  168.01 177.09 189.04 215.98 223.60 268.50  321.24
2009-09-20 180.66  166.96 178.50 188.70 215.72 222.39 277.60  326.42
2009-09-21 182.07  164.73 173.40 195.38 215.41 227.78 272.32  321.14
2009-09-22 187.86  156.95 173.67 194.21 215.43 230.35 281.74  310.74
2009-09-23 190.62  159.19 174.82 192.75 216.36 221.96 277.44  306.28
2009-09-24 190.29  160.20 171.58 190.29 216.32 229.88 273.87  321.66
2009-09-25 187.91  168.57 173.08 189.95 216.45 228.89 284.02  338.59
2009-09-26 188.38  167.95 175.14 189.09 218.15 228.04 283.50  351.22
2009-09-27 189.93  167.24 170.85 189.33 217.37 226.45 283.90  350.49
2009-09-28 188.55  165.84 173.29 188.91 217.87 228.76 286.07  348.04
2009-09-29 188.08  164.42 174.54 188.97 217.20 231.64 282.97  343.42
2009-09-30 185.44  159.97 175.86 185.03 215.64 225.03 279.72  335.47
2009-10-01 201.69  165.20 176.30 189.51 217.10 228.32 278.56  328.93
2009-10-02 219.74  165.08 175.10 192.96 220.46 237.71 279.89  322.55
2009-10-03 240.86  164.32 177.90 193.03 222.49 239.54 282.76  322.08
2009-10-04 245.13  162.94 178.37 192.18 223.75 238.15 284.83  326.08
2009-10-05 227.39  162.87 175.58 194.51 225.22 244.47 292.44  326.33
2009-10-06 219.99  163.20 176.21 196.51 224.36 240.80 283.87  308.76
2009-10-07 224.43  162.39 176.23 198.33 228.35 246.69 296.37  328.18
2009-10-08 226.42  161.42 183.74 202.81 229.80 246.39 293.09  330.30
2009-10-09 227.07  159.25 186.95 203.26 232.48 256.08 292.11  324.74
2009-10-10 230.24  160.97 186.61 207.70 235.16 255.05 299.39  330.69
2009-10-11 231.45  165.31 187.06 207.81 236.50 261.70 296.85  327.29
2009-10-12 232.25  168.49 188.72 212.13 237.75 267.41 291.62  329.73
2009-10-13 238.39  169.04 190.90 212.81 239.23 269.80 293.22  340.65
2009-10-14 253.73  168.77 188.64 218.32 241.66 264.00 294.16  347.22
2009-10-15 267.96  169.41 186.93 220.15 243.65 264.63 296.07  353.03
2009-10-16 274.77  169.62 195.52 223.50 244.75 266.01 295.36  355.32
2009-10-17 276.45  170.11 200.22 225.58 246.08 262.95 295.56  360.30
2009-10-18 278.65  169.00 203.28 224.96 248.06 269.55 297.34  358.93
2009-10-19 269.49  170.58 202.97 217.13 247.79 268.49 301.09  357.98
2009-10-20 264.29  168.54 199.00 216.54 248.26 267.50 300.68  361.45
2009-10-21 250.01  169.30 201.61 222.76 250.10 269.34 303.94  367.96
2009-10-22 244.55  172.53 203.90 226.61 252.23 273.03 305.33  378.14
2009-10-23 238.12  176.34 206.89 232.51 253.55 270.04 307.05  379.17
2009-10-24 238.61  176.77 204.25 235.45 252.80 268.33 300.97  373.94
2009-10-25 242.43  176.54 199.16 232.33 251.77 266.93 300.95  363.20
2009-10-26 245.77  178.14 198.91 230.61 251.64 272.83 297.60  357.56
2009-10-27 243.08  179.77 195.81 232.99 252.00 271.43 297.85  354.72
2009-10-28 245.29  183.97 197.09 234.42 254.66 278.12 300.76  354.69
2009-10-29 240.11  185.01 206.51 233.23 257.34 285.84 303.01  357.63
2009-10-30 229.90  183.99 205.19 232.02 259.03 287.04 303.98  354.04
2009-10-31 227.65  185.06 203.50 231.91 259.90 288.69 312.05  359.53
2009-11-01 226.32  187.81 213.42 232.43 262.66 291.92 318.86  359.87
2009-11-02 223.79  195.44 212.33 236.35 264.82 292.53 323.55  357.75
