      Date    Data Minimum    10%    30%   Mean    70%    90% Maximum
2006-12-20  294.43  254.71 284.59 295.02 303.90 309.02 325.94  338.12
2006-12-21  292.57  255.33 282.58 294.89 303.62 309.03 324.60  339.28
2006-12-22  290.78  257.98 283.02 294.92 303.32 308.78 324.19  339.01
2006-12-23  289.16  257.62 285.18 294.52 302.69 310.17 322.91  336.79
2006-12-24  288.10  266.18 285.61 294.65 302.80 311.86 322.18  336.36
2006-12-25  284.88  278.64 284.90 294.60 302.81 311.32 320.84  335.31
2006-12-26  282.52  277.59 285.37 294.49 302.59 310.25 319.01  334.81
2006-12-27  278.96  276.12 286.95 293.51 302.25 310.67 318.27  332.67
2006-12-28  276.10  276.10 287.57 294.00 301.92 309.68 318.50  332.61
2006-12-29  276.26  276.26 286.86 293.12 301.37 308.48 317.84  333.11
2006-12-30  278.39  278.39 285.43 292.89 300.85 307.54 317.04  332.88
2006-12-31  278.34  278.34 285.83 292.25 300.24 306.20 316.56  331.79
